dim1 dim2 id batch cens_rates
-1.40356218654859 1.46764138737724 1 high_detection 0.561680746852418
-2.371503071405 1.67985928780236 1 low_detection 0.915822334510328
-2.08443708004414 2.57843767941886 1 high_detection 0.51822613989411
-3.19457773436991 3.01610532203373 1 low_detection 0.920883246570393
-2.70353663526874 4.97746979331829 1 high_detection 0.559500888544183
-2.08685500118991 3.02850634435946 1 low_detection 0.952437861797351
-2.78258872049845 2.24810652308407 1 high_detection 0.625608021847107
-3.01163186771572 3.46634479440695 1 low_detection 0.962206438880818
-2.91752130884672 3.7100431676826 1 high_detection 0.577498316927492
-3.81557485677298 2.36850040644502 1 low_detection 0.942831158980709
-2.44657022997074 2.15267839187428 1 high_detection 0.545451977479662
-1.06809337754647 2.73217338223657 1 low_detection 0.913747582684103
-3.7136982198016 2.33258064294445 1 high_detection 0.544435630952396
-0.300600072890016 1.87090791395431 1 low_detection 0.957088933185413
-3.38816410127255 1.95218084013322 1 high_detection 0.534488725194613
-2.07040842070141 3.09919248588448 1 low_detection 0.929842033811587
-0.780874505140188 2.7706662789905 1 high_detection 0.530548612415216
-2.09601952156755 2.14580169820431 1 low_detection 0.947679068755033
-2.13318312359597 3.14799112534889 1 high_detection 0.586031250474167
-2.21409076913884 1.87322493538066 1 low_detection 0.959227684906163
-2.6751909826479 0.414513984158971 1 high_detection 0.506323341746553
-3.26825739369341 2.87409534083038 1 low_detection 0.966711593953683
-1.16097733842186 1.88857667827075 1 high_detection 0.562291132653827
-2.95271637188388 3.58477903124314 1 low_detection 0.956303162668367
-4.43485762672076 2.80909675467774 1 high_detection 0.527110159831293
-3.903560386216 3.47306423468459 1 low_detection 0.969196511681456
-1.86059766131944 1.6389428919884 1 high_detection 0.524618819965379
-2.41566008363651 0.0489976430639332 1 low_detection 0.965586907041505
-3.19009449321349 2.65849670915414 1 high_detection 0.54101365437358
-2.18524181151668 1.16870297085805 1 low_detection 0.927135568027255
-3.19757682619254 1.89485477531831 1 high_detection 0.58356649070228
-1.28749434539558 1.86069462502485 1 low_detection 0.95348342296439
-1.40726421538651 3.60043526315368 1 high_detection 0.554016840860592
-2.87197961658247 3.0435749143945 1 low_detection 0.930365052116023
-2.89128827754323 2.30707662707825 1 high_detection 0.528117199905082
-1.39474820407701 1.16806275306716 1 low_detection 0.961549763552127
-2.23849771323074 3.54013531295424 1 high_detection 0.5590217758539
-2.88759860683361 3.81249781094335 1 low_detection 0.921575767579499
-3.48663196112643 2.7945639334448 1 high_detection 0.54778098515839
-2.49630252379131 3.35308173488266 1 low_detection 0.960319413285744
1.74390010317316 0.730554737005061 2 high_detection 0.554950192222849
0.759209086151986 1.55082341961902 2 low_detection 0.968935606821282
1.66436883779797 4.40767596686668 2 high_detection 0.561143984383836
1.99913792649003 2.01529310754104 2 low_detection 0.936680254075319
2.38840316658466 2.37753648243437 2 high_detection 0.508803579659586
1.96567197384398 2.70424704971512 2 low_detection 0.956303090043766
2.41304449913352 1.98956663041847 2 high_detection 0.58779370103535
2.33923675213841 2.19744437522072 2 low_detection 0.935361160479269
0.0340399499398338 2.77580936805171 2 high_detection 0.519316884130664
2.37948175216721 2.62572959071014 2 low_detection 0.940395806860731
3.5351450436843 2.39409595041359 2 high_detection 0.600426618264518
3.12898517668534 2.39875312048556 2 low_detection 0.951208220914125
1.08358984467481 2.05366532922223 2 high_detection 0.579370583867856
3.47068191918888 2.83328621516795 2 low_detection 0.937360690446354
3.40102849601713 2.56476535966047 2 high_detection 0.604894961977897
0.525707063566899 3.40364785955507 2 low_detection 0.93700510061322
1.99792675701665 2.52088339367315 2 high_detection 0.579480196700416
1.49128304134652 4.23282721465269 2 low_detection 0.928461506767026
1.06790038929398 3.23934147323949 2 high_detection 0.577250186596526
1.9581828142103 4.83081204205248 2 low_detection 0.925846083074993
1.82705645103709 2.07824611421302 2 high_detection 0.612660936637223
1.55488220223967 2.59280229173251 2 low_detection 0.965817427079103
