dim1 dim2 id batch cens_rates
-4.37111560058303 3.52860489603107 1 high_detection 0.476236104829933
-2.4373354305007 1.09347622458076 1 low_detection 0.901732329901902
-1.18367291150158 2.97601850413655 1 high_detection 0.608658469600604
-3.20570160031172 0.395659819839993 1 low_detection 0.964658313745693
-0.930926607836477 3.41703211840024 1 high_detection 0.570280068336728
-1.33131248066396 2.57845045031962 1 low_detection 0.946645370640433
-3.58383216536122 0.76699863463176 1 high_detection 0.530443549929033
-1.67811984754709 1.46495667049775 1 low_detection 0.95782760445451
-0.00387628356345804 2.87893793505679 1 high_detection 0.584359802130603
-2.99752484274041 3.57845095550685 1 low_detection 0.932431006277898
-2.18829192261667 2.15229597749358 1 high_detection 0.541321845237236
-1.81004997800969 3.32934932350592 1 low_detection 0.963300117809383
-1.92272761426821 4.76554841731572 1 high_detection 0.524810025444453
-2.83047250853852 3.14624169185955 1 low_detection 0.949085962511142
-1.9280343041445 3.36805654216694 1 high_detection 0.54733712978886
-4.13692048702843 3.43628019945207 1 low_detection 0.966513066409475
-0.119822787048534 3.31451770715453 1 high_detection 0.480806141817102
-2.82541919293109 2.39912612602415 1 low_detection 0.925386692014547
-3.43462152901493 2.93207053398012 1 high_detection 0.567248049399908
-1.73755759353104 3.53143200607952 1 low_detection 0.953810043319535
-1.42861495236137 4.30376419016493 1 high_detection 0.590086871763757
-1.68863177884768 2.73854114349874 1 low_detection 0.939701484186914
-2.54805824655289 0.249503139589876 1 high_detection 0.48520370410054
-2.83281555052056 1.71845827478189 1 low_detection 0.941114641314573
-2.18201845776979 0.413047925004052 1 high_detection 0.561723481397853
-3.3058152054136 4.52788891608973 1 low_detection 0.957478227119599
-2.33014259513934 1.12293895873282 1 high_detection 0.504497824047996
-3.58273877602909 3.03951540904136 1 low_detection 0.959600167066345
-4.79752830534695 3.47217719004523 1 high_detection 0.569048316017166
-3.78552717223211 1.71146345876014 1 low_detection 0.956627562549766
-3.76127923928317 2.47121560489815 1 high_detection 0.613522700529849
-0.905987580305967 2.51967296838602 1 low_detection 0.91064532698272
-2.14478504592206 2.97797883508089 1 high_detection 0.580345631495471
-0.777403348940173 2.21183649834625 1 low_detection 0.955493191932038
-1.61436952777851 3.20125831964041 1 high_detection 0.466103718507492
-2.99586148988209 1.94835557601551 1 low_detection 0.941561965069629
-3.39125244953107 1.70143829111396 1 high_detection 0.582036037480361
-3.12046254771948 3.27005727774287 1 low_detection 0.922263303881364
-4.56893662672043 2.09213182632476 1 high_detection 0.628332534966669
-3.44576703441148 2.10351503612914 1 low_detection 0.979022835916044
2.07597372519116 0.463239400983023 2 high_detection 0.508142644770743
0.47329446875396 3.15929311347857 2 low_detection 0.955617584650196
3.01127833505648 2.11514004076835 2 high_detection 0.539667397793121
0.682006987334532 2.83483703652342 2 low_detection 0.9437980416411
1.5760842167975 3.05630303600141 2 high_detection 0.555678794939445
1.31470790681782 1.57079593983599 2 low_detection 0.97305483707763
3.02061075737328 1.9662332626077 2 high_detection 0.602971155351085
2.95268185722265 1.93163386135414 2 low_detection 0.965252422385379
2.98964551226882 3.78696692660617 2 high_detection 0.590922857391325
1.4366747511409 2.46535131891802 2 low_detection 0.961234655776779
1.81649526997055 3.77550596990869 2 high_detection 0.566290930534225
2.00878474415173 2.78652054911288 2 low_detection 0.947148662975313
3.96320242968886 2.59230419658648 2 high_detection 0.529933205688004
2.70467862558075 2.16684117835038 2 low_detection 0.934378601238709
3.79098524846821 2.10026403146162 2 high_detection 0.591972559449477
1.38728914414445 3.53326654513587 2 low_detection 0.941515509717737
2.00824414211548 2.89173952454106 2 high_detection 0.624545054715077
2.29511158077707 2.64895122868587 2 low_detection 0.961869208090662
2.90546785187356 1.78435139064377 2 high_detection 0.59239278729308
2.24634467764611 3.074281154045 2 low_detection 0.948734257216134
1.45457275731501 0.950396944249507 2 high_detection 0.550308312538548
