dim1 dim2 id batch cens_rates
-1.44332570494588 2.89149257461479 1 high_detection 0.527412122184446
-2.26824016162841 1.1119940283184 1 low_detection 0.943213618588563
-2.8922354798208 3.05362105732767 1 high_detection 0.501264526264346
-1.73289303030861 2.58148411793202 1 low_detection 0.957481101092201
-1.87156231180637 2.75555119977522 1 high_detection 0.554731807076921
-3.14616297551825 3.04427171161105 1 low_detection 0.948322367518005
-1.52926797286589 1.67415555863619 1 high_detection 0.603640463304478
-3.2738868798192 1.78486799686141 1 low_detection 0.931402505573007
-1.39665314397318 2.04041865180089 1 high_detection 0.548075709129331
-2.271481598633 2.51486152994133 1 low_detection 0.96633676399717
-2.03310169493044 3.75936763688288 1 high_detection 0.608114981236177
-1.63281052039621 4.33539428591997 1 low_detection 0.918771130083779
-3.9635312998774 4.87832848487783 1 high_detection 0.608845069373199
-4.1684917133687 2.48216668907338 1 low_detection 0.901439623435194
-1.37641146521641 2.15320811944781 1 high_detection 0.574271282489878
-2.28308199809493 3.08168884014795 1 low_detection 0.955654197640167
-2.43243429875093 3.17015936692386 1 high_detection 0.557656032929901
-1.28230124851278 3.13877434868708 1 low_detection 0.947535355277954
-3.1643188880968 1.25745757500166 1 high_detection 0.530973078164665
-2.96196438104446 2.04214977132683 1 low_detection 0.975418525981814
-2.19851828858883 2.14514747356327 1 high_detection 0.506788682921794
-1.9835606866562 1.75965910953399 1 low_detection 0.966484917012226
-2.1782849073443 3.27613278062823 1 high_detection 0.526298127241748
-4.63985909547825 1.59299494243277 1 low_detection 0.929183852856486
-2.57594949933437 2.08664726313797 1 high_detection 0.593356583468663
-3.47913501597592 3.3993581188774 1 low_detection 0.937985646714239
-2.23177639776241 2.00629709462711 1 high_detection 0.515666211030217
-4.21193079549225 3.38874984087891 1 low_detection 0.966641145929517
-2.4490671563004 2.7123237630494 1 high_detection 0.533644724356218
-3.43110628076281 1.26492823193462 1 low_detection 0.932510924642292
-1.29904670867807 4.60256220204835 1 high_detection 0.589336668428553
-2.44794529023946 4.47637059323462 1 low_detection 0.977744898841434
-2.43817595260556 2.31118159231543 1 high_detection 0.592046704099107
-4.60993302101915 2.03166149317101 1 low_detection 0.962305995639908
-0.724931516616745 3.5481445157465 1 high_detection 0.536584264338636
-3.62780751793482 2.05864579041671 1 low_detection 0.915882719690464
-1.8950910859389 3.26131968001374 1 high_detection 0.562173260469868
-2.3808904061543 3.9014135471804 1 low_detection 0.955393763398816
-2.28519877487389 1.51778840874039 1 high_detection 0.552174766254545
-2.74683379248989 3.00854439837953 1 low_detection 0.980074753991241
1.48165849754386 1.07667093068489 2 high_detection 0.588996780571323
3.46245127502529 2.2132077241352 2 low_detection 0.943651797389156
3.26143548865186 3.66655064211463 2 high_detection 0.594268040039124
3.21605906831642 2.41520811755902 2 low_detection 0.936185996518168
3.10550558014773 1.90178922843801 2 high_detection 0.572598564735497
1.5452631220841 1.65130969153777 2 low_detection 0.978919725699743
2.37430094766995 5.02665322848004 2 high_detection 0.580634958558222
3.35229590804807 2.11267533763019 2 low_detection 0.962949908084652
1.72574208683177 4.32761099662699 2 high_detection 0.650756832456353
1.73080074867847 3.7187739692151 2 low_detection 0.972484974635349
2.40911092107624 2.89385076445992 2 high_detection 0.56978394453685
2.84784360297235 4.7888415355726 2 low_detection 0.963209132989537
1.57398921460553 1.94362514509891 2 high_detection 0.590310958673746
2.62291725273674 4.57169993357911 2 low_detection 0.941087542396915
2.79704891187442 4.68825771727916 2 high_detection 0.537525630429548
2.31273030151951 1.49591498288961 2 low_detection 0.968817429105309
1.84154171193481 3.27363035444889 2 high_detection 0.518611953721021
2.75083485523354 3.54917340455814 2 low_detection 0.95529900571534
1.68387776495631 1.43986670359885 2 high_detection 0.504601242047893
2.33624693018839 4.36130965944534 2 low_detection 0.942837543486201
0.606965660298454 3.04618868492037 2 high_detection 0.58333391677127
2.74104813767334 1.78684650134205 2 low_detection 0.952343757090603
3.87415797215985 2.69614048556212 2 high_detection 0.581992491823357
2.2652022939807 4.48666443065983 2 low_detection 0.93881349060885
1.74988836356243 5.40953134813786 2 high_detection 0.53964061541864
1.53432228236107 2.35758498892783 2 low_detection 0.943390962859318
3.50282282357303 1.88411427236446 2 high_detection 0.626417294838207
2.97099557978053 2.36373607346949 2 low_detection 0.920521075416981
1.63831158660114 2.02784142148311 2 high_detection 0.497980673461208
2.76453722004431 2.64223571828916 2 low_detection 0.973664689040849
1.61966731111107 3.43268897723156 2 high_detection 0.570472022464834
2.6074940196562 -0.540954576308067 2 low_detection 0.95321451416801
4.17042630685067 2.17854668977816 2 high_detection 0.505134426543931
1.85458568294785 3.06192043484475 2 low_detection 0.952842547018151
2.3932725843111 2.54795836076044 2 high_detection 0.608188768323405
3.02670910284592 3.61518552611453 2 low_detection 0.93647485300747
3.89591977044542 2.97147772071301 2 high_detection 0.591470461405982
3.05111929634405 -0.691584420025003 2 low_detection 0.95734559995796
2.18912091523553 1.79868244909425 2 high_detection 0.510449270607806
