dim1 dim2 id batch cens_rates
-1.05758126994122 2.37642109840174 1 high_detection 0.53123224463868
-3.64739895844908 3.439958718195 1 low_detection 0.951804432820925
-3.41912002993683 3.75070521123045 1 high_detection 0.597124848493235
-1.2748474044665 2.65477995952834 1 low_detection 0.957557898775406
-3.12332140698695 2.16145602540836 1 high_detection 0.581589882315376
-2.19958194043946 2.24866262369348 1 low_detection 0.92967833116005
-1.61277466029026 4.09075644245077 1 high_detection 0.594484628106403
-1.81775765734218 2.21655619246819 1 low_detection 0.957431453087314
-2.90277953168055 2.17329275468698 1 high_detection 0.508451864990896
-3.79527291703752 3.09715550638662 1 low_detection 0.926071735513289
-1.44383582879657 3.04532734160842 1 high_detection 0.523838606845573
-3.28036290283624 1.75041272297397 1 low_detection 0.955725479303202
-3.309909925607 3.18402969145122 1 high_detection 0.573817343842167
-2.03203933227888 2.90435536544678 1 low_detection 0.949073431193487
-4.50276145829163 3.55977159044135 1 high_detection 0.596370147091955
-1.60063795603301 3.05755511121929 1 low_detection 0.981699265426413
-1.95508348237947 4.3676175692826 1 high_detection 0.539988983909251
-3.36385336062906 1.93728241233893 1 low_detection 0.952680816666104
-0.998364946827906 1.29450915000782 1 high_detection 0.521433535953579
-3.59142946380225 3.86828547915046 1 low_detection 0.939536736973189
-3.55760086865595 3.46170452945154 1 high_detection 0.523325393138583
-2.56022167917154 2.87332808390435 1 low_detection 0.965041489075316
-1.80037321101707 2.78254560847474 1 high_detection 0.575777067462916
-0.547778829815524 3.74968017523473 1 low_detection 0.923694860113287
-2.757646656828 2.16721008761876 1 high_detection 0.550621122041134
-2.31196282651143 3.9969261055972 1 low_detection 0.93013570588272
-3.02367581943977 2.77630255253879 1 high_detection 0.54559915302278
-2.70824927415365 0.571290104689917 1 low_detection 0.972713363419123
-2.48869001369812 0.722456626354655 1 high_detection 0.577934712797049
-2.02754564152767 2.18001181645555 1 low_detection 0.950587612676077
-2.5904042736587 3.38038274301592 1 high_detection 0.52149103812907
-1.34394436348743 2.04575768199068 1 low_detection 0.951548861326444
-1.92175257054623 2.74539719695327 1 high_detection 0.529145357512646
-3.37467133387243 2.60010634418243 1 low_detection 0.950606620692699
-3.01384374896384 2.17111679190813 1 high_detection 0.643871695297497
-3.0338963025172 2.5260123207687 1 low_detection 0.962683223303522
-0.837517483050332 1.79193617297102 1 high_detection 0.622779533473853
-3.19068864204074 1.52461766882177 1 low_detection 0.954182661138455
-3.56413432093837 2.20733195981935 1 high_detection 0.628883339312639
-2.098012039473 3.05493880237352 1 low_detection 0.957705080524299
1.17002134782135 2.07553466882204 2 high_detection 0.593647748571683
2.51675121952787 4.81743056202257 2 low_detection 0.939846564413938
2.60344560392712 2.68659201253575 2 high_detection 0.529092630480105
1.9575151114169 2.04738185504451 2 low_detection 0.951792246286836
2.32013891264243 2.24959999339661 2 high_detection 0.520839277879763
2.9162916119913 2.71083496633555 2 low_detection 0.972155760182848
3.1995213149295 2.02245650087112 2 high_detection 0.572513618482779
1.8016332559913 1.81492274870777 2 low_detection 0.952077824580259
3.58986970928994 2.60051187420097 2 high_detection 0.576584821674809
1.00568581085267 2.10314670462504 2 low_detection 0.965049494539824
3.27511626004676 2.78188817240713 2 high_detection 0.561356859937194
