id slope lo hi inflection cell_id Run geo_accession source_name_ch1 description Model instrument runID fcID fcLane hour sampleType control debris numcells sampleName det_rate
0h_GSM1268960 0.1842075083668 0.323900178581533 0.999999999851337 2.96433311455235 0h_GSM1268960 SRR1032910 GSM1268960 Myoblast_Cell T0_CT_A T0_CT_A01 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A01 0.156446007797932
0h_GSM1268961 0.159281787917305 0.316800537052298 0.999842868072447 2.55236957227129 0h_GSM1268961 SRR1032911 GSM1268961 Myoblast_Cell T0_CT_A T0_CT_A02 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A02 0.1616375656891
0h_GSM1268962 0.172741883186248 0.250717554862548 0.999918878967482 2.84564132427921 0h_GSM1268962 SRR1032912 GSM1268962 Myoblast_Cell T0_CT_A T0_CT_A03 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A03 0.153670113578573
0h_GSM1268964 0.138618769806444 0.355896206606851 0.999996744135173 2.61260195765069 0h_GSM1268964 SRR1032914 GSM1268964 Myoblast_Cell T0_CT_A T0_CT_A05 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A05 0.157018138667571
0h_GSM1268965 0.160528204506605 0.225663515056952 0.999999001023616 3.86833059874278 0h_GSM1268965 SRR1032915 GSM1268965 Myoblast_Cell T0_CT_A T0_CT_A06 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A06 0.124343109001526
0h_GSM1268966 0.150987184064311 0.285003342434727 0.998612408990483 3.53958163804969 0h_GSM1268966 SRR1032916 GSM1268966 Myoblast_Cell T0_CT_A T0_CT_A07 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A07 0.13714188845567
0h_GSM1268967 0.165117069546817 0.224498391555194 0.999490460669837 3.61203116222444 0h_GSM1268967 SRR1032917 GSM1268967 Myoblast_Cell T0_CT_A T0_CT_A08 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A08 0.13659094761824
0h_GSM1268968 0.165477504659755 0.309558970236781 0.999573535932306 2.76656368182518 0h_GSM1268968 SRR1032918 GSM1268968 Myoblast_Cell T0_CT_A T0_CT_A09 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A09 0.157823359891507
0h_GSM1268969 0.17842211320534 0.203443997463415 0.999867983451251 3.90481301138563 0h_GSM1268969 SRR1032919 GSM1268969 Myoblast_Cell T0_CT_A T0_CT_A10 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A10 0.125868791320563
0h_GSM1268970 0.20015160617447 0.0317238867019021 0.994301648518893 7.16002000002172 0h_GSM1268970 SRR1032920 GSM1268970 Myoblast_Cell T0_CT_A T0_CT_A11 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A11 0.0291998643837939
0h_GSM1268971 0.167128184898673 0.165644934200013 0.997715764973542 4.01899547775774 0h_GSM1268971 SRR1032921 GSM1268971 Myoblast_Cell T0_CT_A T0_CT_A12 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_A12 0.120465333107306
0h_GSM1268972 0.181873562856274 0.192347958390043 0.999995928897206 4.50903062103814 0h_GSM1268972 SRR1032922 GSM1268972 Myoblast_Cell T0_CT_B T0_CT_B01 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B01 0.107348703170029
0h_GSM1268974 0.148160329816165 0.245950214013756 0.988086329810322 3.49540790762046 0h_GSM1268974 SRR1032924 GSM1268974 Myoblast_Cell T0_CT_B T0_CT_B03 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B03 0.133560773012375
0h_GSM1268976 0.182878630469689 0.256231311217457 0.999808047328927 3.41528701837123 0h_GSM1268976 SRR1032926 GSM1268976 Myoblast_Cell T0_CT_B T0_CT_B05 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B05 0.139472791998644
0h_GSM1268977 0.176963725745466 0.252308919148661 0.990129855340489 3.58466946318891 0h_GSM1268977 SRR1032927 GSM1268977 Myoblast_Cell T0_CT_B T0_CT_B06 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B06 0.131929140532294
0h_GSM1268978 0.17270195970094 0.234640689584103 0.999941503606894 3.7243424227035 0h_GSM1268978 SRR1032928 GSM1268978 Myoblast_Cell T0_CT_B T0_CT_B07 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B07 0.129810137311409
0h_GSM1268979 0.148757594367731 0.230466512395279 0.99924459002246 3.20131879612562 0h_GSM1268979 SRR1032929 GSM1268979 Myoblast_Cell T0_CT_B T0_CT_B08 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B08 0.140129682997118
0h_GSM1268980 0.152126174940283 0.281603852191708 0.99987182436428 3.25647474399747 0h_GSM1268980 SRR1032930 GSM1268980 Myoblast_Cell T0_CT_B T0_CT_B09 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B09 0.144770300050856
0h_GSM1268981 0.132456286145968 0.0025827000551984 0.761472578076822 11.2483178745526 0h_GSM1268981 SRR1032931 GSM1268981 Myoblast_Cell T0_CT_B T0_CT_B10 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B10 0.00786150194948296
0h_GSM1268983 0.134927451125178 0.21748402613591 0.99814737942864 3.198284005089 0h_GSM1268983 SRR1032933 GSM1268983 Myoblast_Cell T0_CT_B T0_CT_B12 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_B12 0.140383963383624
0h_GSM1268985 0.167107963466947 0.309280593683098 0.999915201951877 3.4513991816374 0h_GSM1268985 SRR1032935 GSM1268985 Myoblast_Cell T0_CT_C T0_CT_C02 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_C02 0.13788353958298
0h_GSM1268986 0.172076869635517 0.264046676749051 0.999999969655225 3.69726576891632 0h_GSM1268986 SRR1032936 GSM1268986 Myoblast_Cell T0_CT_C T0_CT_C03 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_C03 0.132077470757756
0h_GSM1268987 0.184381192518546 0.00624289337652848 0.952317616759461 9.56783951295336 0h_GSM1268987 SRR1032937 GSM1268987 Myoblast_Cell T0_CT_C T0_CT_C04 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_C04 0.0140066112900492
0h_GSM1268988 0.148191911242341 0.216568108604363 0.990246483207099 4.08458194445561 0h_GSM1268988 SRR1032938 GSM1268988 Myoblast_Cell T0_CT_C T0_CT_C05 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_C05 0.118812510595016
0h_GSM1268989 0.182129483820566 0.259215759661802 1 4.34878290387738 0h_GSM1268989 SRR1032939 GSM1268989 Myoblast_Cell T0_CT_C T0_CT_C06 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_C06 0.116863027631802
0h_GSM1268990 0.166442800197706 0.230759690139265 1 4.27987568861634 0h_GSM1268990 SRR1032940 GSM1268990 Myoblast_Cell T0_CT_C T0_CT_C07 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_C07 0.114913544668588
0h_GSM1268991 0.156736426999298 0.242357695407238 0.999974653891551 3.33704193107302 0h_GSM1268991 SRR1032941 GSM1268991 Myoblast_Cell T0_CT_C T0_CT_C08 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_C08 0.138264960162739
0h_GSM1268992 0.189432830125378 0.098797910792727 0.993269393615351 5.95748890862527 0h_GSM1268992 SRR1032942 GSM1268992 Myoblast_Cell T0_CT_C T0_CT_C09 Illumina HiSeq 2500 HWI-ST1233 229 H0L2PADXX 1 0h SC control well: FALSE debris: FALSE cells in well: 1 T0_CT_C09 0.0654136294287167
