dim1 dim2 id batch cens_rates
-1.72337226544934 1.86152425329138 1 high_detection 0.557265095684423
-3.67298735760256 3.32799279628464 1 low_detection 0.926036125862987
-4.10245756371881 1.84139035789867 1 high_detection 0.587696058792674
-1.83681218648161 3.75948528667333 1 low_detection 0.943974932058562
-1.75414213135366 4.58893706386815 1 high_detection 0.511826189104665
-2.03336861520818 2.96117854027611 1 low_detection 0.980773097344436
-2.38531150564699 2.31863978074181 1 high_detection 0.541960014783733
-2.55422357271294 3.11143123561133 1 low_detection 0.943776518539464
-2.17624792951812 3.25548811674997 1 high_detection 0.57608477211812
-3.93029891156234 4.39088712899145 1 low_detection 0.958738103375424
-4.15595659816441 2.22573925220169 1 high_detection 0.551194639748969
-1.88318705017731 1.82374271362282 1 low_detection 0.953887717853068
-2.74442701697112 4.13167201286631 1 high_detection 0.580992235296697
-3.02622804425346 2.36303006378091 1 low_detection 0.951753247436294
-4.4944783252293 1.87169864398281 1 high_detection 0.539270014712057
-0.824086997004388 4.30269733313236 1 low_detection 0.932227304847131
-2.04937365867703 2.63102944042673 1 high_detection 0.512292227149192
-2.80662928153278 3.07973320925432 1 low_detection 0.914275363680247
-3.45729634661074 1.78924096212026 1 high_detection 0.57416518252024
-2.90175927553273 0.598518820786457 1 low_detection 0.944999865065721
-4.04293021004506 1.49016709623212 1 high_detection 0.607707285303153
-1.33915640553884 3.52622398883772 1 low_detection 0.949420184043384
-1.32489051147247 3.31986655272799 1 high_detection 0.538510260754255
-3.14716680256215 3.15391101730439 1 low_detection 0.965371380816179
-5.55452753215732 1.99977831500005 1 high_detection 0.52197241256918
-3.11107573143096 2.37564047153551 1 low_detection 0.945529301919326
-3.30601149630089 1.69861153371766 1 high_detection 0.554990781949269
-2.86413024945187 1.83032870983649 1 low_detection 0.978229636420987
-3.95634047945647 1.41611682596407 1 high_detection 0.553479628136145
-1.07739254705236 2.41649141333231 1 low_detection 0.932708984671319
-2.02462422533551 3.62783694279079 1 high_detection 0.58340376280269
-2.53770104098059 2.67299170731153 1 low_detection 0.970425259079748
-2.20779949988281 3.66138275957609 1 high_detection 0.573970754055075
-2.0736911423146 2.90466169296513 1 low_detection 0.932212403158444
