method Batch dim1 dim2
Truth high_detection -0.230542613357693 0.0269524177136483
Truth high_detection 0.390649524313775 0.278648826713283
Truth high_detection -0.477257368981283 -1.06354884273845
Truth high_detection 0.151575027101086 -1.12210124172653
Truth high_detection 0.219747020946484 -0.655571479022254
Truth high_detection 0.830119522819981 0.548854190283717
Truth high_detection 0.437550503042567 -0.552027261485379
Truth high_detection -0.0797151984351237 -0.904083412928684
Truth high_detection 0.648436922054339 -0.00100983915249285
Truth high_detection -0.157868210691337 -1.30883918316897
Truth high_detection 0.372255020656319 0.31926248408093
Truth high_detection -0.562039890270378 -0.306139798224747
Truth high_detection 1.00957562752207 0.5045934491794
Truth high_detection -1.03719815252096 0.679314281669345
Truth high_detection -0.167360422004251 0.269786134061886
Truth high_detection -0.13671058611054 0.861307535195179
Truth high_detection -0.600867339235487 -0.0121178731303094
Truth high_detection 0.0413413499948301 -0.0270181913953387
Truth high_detection -0.578180253415107 0.879453024596208
Truth high_detection -1.44978655995856 -0.675894200593401
Truth high_detection -0.115792741844899 0.647303391454351
Truth high_detection 0.501000784469535 -0.664212252335446
Truth high_detection -0.189490861431096 0.0792842202379228
Truth high_detection -1.03514900353134 0.391038972703037
Truth high_detection 0.526395618513325 0.375998348043855
Truth high_detection -0.997296461107697 -0.617843310718225
Truth high_detection 0.330266671485947 -0.13212238793049
Truth high_detection -0.0843720572825099 -0.151116135304848
Truth high_detection 0.330387838298957 -0.144257754590016
Truth high_detection 0.352235035562823 1.21601806564108
Truth high_detection 0.632816163238219 0.142859245302644
Truth high_detection 0.197390269645921 0.362502376693779
Truth high_detection 0.712668706572864 1.02700189747139
Truth high_detection -1.46590765760657 0.257291737863712
Truth high_detection 0.841353396290611 -0.619318729339855
Truth high_detection -0.512209921926114 -0.0102959931077461
Truth high_detection 0.118782464557189 -0.512294029800842
Truth high_detection 0.650775231596911 1.39255494847775
Truth high_detection -1.18200309804547 -0.379293793541965
Truth high_detection 0.317115520276698 -0.0185490655166726
Truth high_detection 0.341149896094324 -0.11598838941357
Truth high_detection 0.536138107123437 -0.978123177927142
Truth high_detection -1.64001211038846 0.299467686792259
Truth high_detection -0.324918946064333 -0.558960069826163
Truth high_detection -0.781624286733895 0.855546065231541
Truth high_detection 0.28491331445738 0.632518873320752
Truth high_detection 0.402297738461337 -0.0715581747163594
Truth high_detection -0.499276277088436 0.210097383706793
Truth high_detection -0.205125048672837 0.139510558004314
Truth high_detection -1.04926024688631 -0.111004270357526
Truth high_detection -0.813353309475552 1.08651978207011
Truth high_detection -0.194080419760571 -1.53277393063651
Truth high_detection 0.408637717977641 0.423166746029564
Truth high_detection -0.987759334052051 0.0304850417353478
Truth high_detection 0.529663790600224 0.915722508523211
Truth high_detection -0.74330124168731 0.499431595431912
Truth high_detection 0.116941935097972 0.244337265990924
Truth high_detection 0.798895690548582 -0.0564954653754325
Truth high_detection 0.829947113692061 0.32159750093783
Truth high_detection -0.302544992661824 0.902446704788278
Truth high_detection -0.183707832219852 0.894375276796001
Truth high_detection -0.997850028597301 0.190390997175352
Truth high_detection -0.453508275656349 -0.0852375459018023
Truth high_detection 0.0795194673170441 0.562341764937729
Truth high_detection 0.298826388306883 -0.36347243281311
Truth high_detection 0.273533857620877 -0.287504997978815
Truth high_detection -0.486346860461352 0.86247156118042
Truth high_detection 0.105289959469164 0.0591928775632916
Truth high_detection -0.0407645280856712 0.417123811344564
Truth high_detection -0.0529081087278125 -0.36587068479102
Truth high_detection 1.06765871738998 0.544092849265048
Truth high_detection 1.14546844340937 0.567078242199305
Truth high_detection 0.815405959655599 -0.492754533611217
Truth high_detection -0.0548740285861975 0.832867969622297
Truth high_detection -1.28618092004841 0.414255154774954
Truth high_detection -0.73358409955792 -0.33014383105188
Truth high_detection 0.213894318151031 0.272695473473658
Truth high_detection -0.903644400851282 -0.378023234147133
Truth high_detection 0.0978204786502224 0.747177392071652
Truth high_detection -0.0360512196442968 -0.145729948516681
Truth low_detection 1.30966610999138 0.429222468456584
Truth low_detection 0.786073121567577 -0.387539670207589
Truth low_detection -0.361596957752078 -1.4849075004819
Truth low_detection -0.384582016668409 0.177351405698303
Truth low_detection -1.22253620643671 -0.0388521805146494
Truth low_detection 0.332870191232898 -0.466498007156109
Truth low_detection 0.00380927061874535 -1.02944662513749
Truth low_detection 0.953212316314296 0.016779238365972
Truth low_detection 0.512013696208878 0.387429526803124
Truth low_detection 1.09781804245843 -0.571979661988056
Truth low_detection 0.937248706268981 -0.169014957829976
Truth low_detection -0.0242290792599245 -0.249692650085312
Truth low_detection -0.255275021582998 0.579544157242145
Truth low_detection -0.509233853690282 -0.24414955671408
Truth low_detection 0.199414671780033 -0.836425620099885
Truth low_detection -0.558986057407949 -0.729254134759746
Truth low_detection -0.314595024801001 -0.0530961640089889
Truth low_detection 0.965195926340997 0.585898408129481
Truth low_detection 0.351753335938983 -0.732551775029696
Truth low_detection -0.575865270641825 -0.104055083051255
Truth low_detection 0.189551171317439 -0.199017944337913
Truth low_detection -0.418754512580014 -0.971342452062391
Truth low_detection 1.50860267077997 1.10199066323261
Truth low_detection 0.829258535039755 -0.40654753386037
Truth low_detection 0.528039759431144 1.54667958130837
Truth low_detection -0.162994260126155 0.561648992964742
Truth low_detection 0.0620639658666498 0.143231733686158
Truth low_detection -1.54413713562437 -0.0155917646173635
Truth low_detection -0.329958358891468 0.215335855437657
Truth low_detection 1.19215363424111 -0.784357660630863
Truth low_detection -0.401580737909236 0.541271218401549
Truth low_detection -0.0330523033230779 -0.0155750374227775
Truth low_detection -0.111002038015387 -0.63922327356184
Truth low_detection 1.13295649438301 0.282843940411435
Truth low_detection 0.543520224965349 -0.812669049808915
Truth low_detection -0.545624350441784 0.133054606674053
Truth low_detection -0.445959507027646 0.153647300612315
Truth low_detection -0.587097039436736 -0.741815629928492
Truth low_detection -0.417979825672246 -0.053120288789959
Truth low_detection 0.693732144044462 -1.10873562770076
Truth low_detection -0.467825570001035 -0.829999886395247
Truth low_detection -0.546181783868146 -1.5190817804074
Truth low_detection -1.42727627605499 0.241629313718142
Truth low_detection -0.377301872251667 0.639911016175912
Truth low_detection 0.307399352684977 0.775335835061134
Truth low_detection -0.545297657135067 -1.04033858003324
Truth low_detection -0.533116668020918 -0.198411945710714
Truth low_detection -0.211677943174915 0.598311061016892
Truth low_detection 1.17660194372747 -0.909278310020141
Truth low_detection -0.879874065169001 -0.2209255217715
Truth low_detection -0.553759626494592 -0.256568915880652
Truth low_detection 0.173121347489703 0.998755744547811
Truth low_detection -0.10174359259247 -0.180455283411355
Truth low_detection -1.13747418335161 0.273662718864708
Truth low_detection 0.672868650902436 0.371189160636621
Truth low_detection -1.28632035467405 0.434973328032559
Truth low_detection 1.26124635810862 -0.235336657704787
Truth low_detection 1.33440903874579 0.527027020337817
Truth low_detection 1.05409735650117 -0.220097872569551
Truth low_detection -0.269124502895464 -0.165640788518483
Truth low_detection -0.643025237164119 -0.824385351255321
Truth low_detection -0.239068636074009 -0.169563265871691
Truth low_detection -0.998352410616529 0.837485016325792
Truth low_detection 0.153826050967801 0.146730587628436
Truth low_detection 0.473850759407098 -0.0308529052445436
Truth low_detection -0.203547318334795 -0.686655486741942
Truth low_detection 0.331847684035737 0.406036680302839
Truth low_detection -0.332390693909936 -0.890859383448132
Truth low_detection -0.169186553837207 0.750720283894659
Truth low_detection -0.316403759923714 -0.306879873718236
Truth low_detection -0.437578647143582 0.169123639831789
Truth low_detection 0.178871889073879 -0.355199967748943
Truth low_detection -0.532711745277486 -1.20482268683374
Truth low_detection 0.517797928132927 0.370362903710743
Truth low_detection -0.284671794618372 1.10603673708397
Truth low_detection -1.99616252718616 -1.74390412833237
Truth low_detection 0.327371932872936 -0.105232172172727
Truth low_detection 1.50816664668838 1.49258715897644
Truth low_detection -0.191262970920034 -0.244797038254748
Truth low_detection 0.175733959629102 0.694507938879015
tSNE_plx_20 high_detection -0.46628603038697 -0.347799272512745
tSNE_plx_20 high_detection 2.64493225325075 7.07859423309712
tSNE_plx_20 high_detection 4.91717659193385 3.51103654891528
tSNE_plx_20 high_detection 1.07441450787115 4.88337789135102
tSNE_plx_20 high_detection 3.28645638526817 6.73681947690253
tSNE_plx_20 high_detection -0.634829840411053 1.70899054681551
tSNE_plx_20 high_detection 3.25385239900384 4.15762782635646
tSNE_plx_20 high_detection -0.021656595074196 1.15495152571936
tSNE_plx_20 high_detection -1.58315598588225 6.16209382074678
tSNE_plx_20 high_detection 1.74049404691314 0.530339089788265
tSNE_plx_20 high_detection 2.1714592478083 7.97654348734926
tSNE_plx_20 high_detection 0.0259493934338493 3.38776367556135
